"STAT_ID","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"310222","Grosne Occidentale à Avenas","06039845","France",,46.21,4.60,"WGS1984"
"310223","Grosne Orientale à Ouroux","06039860","France",,46.24,4.58,"WGS1984"
"310224","Carelle à Ouroux","06039865","France",,46.24,4.58,"WGS1984"
"310225","Grosne Orientale à Saint Jacques des Arrêts","06039870","France",,46.26,4.58,"WGS1984"
"310227","Grosne à Sainte Cécile, Pont des Belouzards - amo*","06039960","France",,46.37,4.60,"WGS1984"
"310228","La Grosne à Malay","06039965","France",,46.56,4.66,"WGS1984"
"310229","Grosne à Lournand","06040000","France",,46.46,4.67,"WGS1984"
"310230","Guye à Sigy le Châtel, Pont D 126","06040400","France",,46.55,4.56,"WGS1984"
"310231","La Guye à Sassangy","06040570","France",,46.73,4.64,"WGS1984"
"310232","La Guye à Bonnay","06040580","France",,46.54,4.65,"WGS1984"
"310233","Grosne à Malay, Pont ancienne voie SNCF - aval co*","06040600","France",,46.57,4.67,"WGS1984"
"310237","Grison à Etrigny, Route communale entre Lancharre*","06040740","France",,46.57,4.77,"WGS1984"
"310238","Grison à Nanton","06040750","France",,46.62,4.80,"WGS1984"
"310239","Grosne à Varennes le Grand, Pont N 6","06041000","France",,46.68,4.87,"WGS1984"
"310247","Natouze à Boyer, Aval autoroute","06041400","France",,46.59,4.89,"WGS1984"
"310249","Chaux à Beauvernois, Pont Bois des fourmis","06041665","France",,46.85,5.43,"WGS1984"
"310250","Brenne à Sens sur Seille, Pont D 970","06041700","France",,46.74,5.29,"WGS1984"
"310251","Seille à Saint Usuge, Pont D 178","06041800","France",,46.67,5.26,"WGS1984"
"310252","Valliére à Revigny","06041890","France",,46.62,5.61,"WGS1984"
"310253","Valliére à Montmorot","06041920","France",,46.67,5.51,"WGS1984"
"310254","Valliére à Courlans","06042000","France",,46.66,5.48,"WGS1984"
"310255","Vallière à Savigny en Revermont, Pont D 87b","06042500","France",,46.62,5.43,"WGS1984"
"310258","Gizia au Miroir","06043800","France",,46.52,5.32,"WGS1984"
"310259","Sevron à Meillonnas","06043804","France",,46.25,5.33,"WGS1984"
"310260","Bief des Chaises à Treffort Cuisiat","06043820","France",,46.26,5.33,"WGS1984"
"310261","Sevron à Saint Etienne du Bois","06043825","France",,46.27,5.30,"WGS1984"
"310262","Sevron à Beny","06043835","France",,46.31,5.28,"WGS1984"
"310263","Durlande à Viriat","06043840","France",,46.28,5.23,"WGS1984"
"310264","Bief de Malaval à Marboz","06043845","France",,46.31,5.25,"WGS1984"
"310265","Sevron à Marboz","06043855","France",,46.35,5.27,"WGS1984"
"310266","Sevron à Beaupont","06043865","France",,46.42,5.24,"WGS1984"
"310267","Solnan à Dommartin les Cuiseaux, Au lieu dit Chav*","06043869","France",,46.51,5.28,"WGS1984"
"310268","Bief d'Avignon à Cormoz, Pont D 996","06043875","France",,46.43,5.23,"WGS1984"
"310269","Solnan à Domsure","06043900","France",,46.43,5.27,"WGS1984"
"310270","Sevron à Cormoz","06043928","France",,46.44,5.24,"WGS1984"
"310271","Solnan à Sainte Croix","06044000","France",,46.59,5.22,"WGS1984"
"310273","Voye à Romenay","06044860","France",,46.50,5.09,"WGS1984"
"310274","Sane à la Chapelle Thecle, Pont D 39 aval Moulins","06044870","France",,46.55,5.11,"WGS1984"
"310275","Sane à la Genette, Pont D 39 Aval moulin de la Vi*","06044900","France",,46.56,5.05,"WGS1984"
"310276","Seille à la Truchère, En aval du parking de la Tr*","06045000","France",,46.51,4.94,"WGS1984"
"310277","Bourbonne à Montbellet, Pont D 210","06045750","France",,46.47,4.86,"WGS1984"
"310278","Saône à Fleurville, Pont D 933a - amont immédiat *","06045800","France",,46.44,4.89,"WGS1984"
"310280","Reyssouze à Viriat, Pont de Got D29 - aval Bourg *","06046000","France",,46.25,5.19,"WGS1984"
"310281","Reyssouze à Servignat","06047000","France",,46.42,5.06,"WGS1984"
"310282","Reyssouze à Pont de Vaux, Moulin de Corcelles - a*","06047200","France",,46.42,4.95,"WGS1984"
"310283","Mouge à Saint Maurice de Satonnay, Pont route de *","06047360","France",,46.41,4.78,"WGS1984"
"310284","Mouge à Laizé","06047375","France",,46.40,4.79,"WGS1984"
"310285","La Mouge à La Salle","06047380","France",,46.40,4.86,"WGS1984"
"310286","Mouge à la Salle","06047390","France",,46.40,4.85,"WGS1984"
"310287","Petite Grosne à Macon, Pont amont gare TGV","06047500","France",,46.28,4.78,"WGS1984"
"310288","La Petite Grosne à Prisse, Les croisettes","06047560","France",,46.32,4.73,"WGS1984"
"310289","Asnières (Ru de Loeze) à Bage la Ville","06047930","France",,46.34,4.94,"WGS1984"
"310290","Le Ru de Manziat à Manziat","06047955","France",,46.34,4.90,"WGS1984"
"310291","Le Ru de Manziat à Manziat","06047956","France",,46.34,4.89,"WGS1984"
"310292","Grande Loeze à Feillens","06047960","France",,46.32,4.88,"WGS1984"
"310293","Virolet à Feillens","06047970","France",,46.32,4.87,"WGS1984"
"310294","Vieux Jonc à Saint Paul de Varax, Amont confluenc*","06048280","France",,46.08,5.14,"WGS1984"
"310295","Vieux Jonc à Montracol, Amont pont de Montracol d*","06048500","France",,46.20,5.13,"WGS1984"
"310296","L'Irance à Montcet","06048505","France",,46.22,5.12,"WGS1984"
"310297","Irance à Mézériat, Pont D45","06048540","France",,46.23,5.07,"WGS1984"
"310298","Veyle à Lent, Amont station d'épuration de Lent","06048570","France",,46.11,5.19,"WGS1984"
"310299","Veyle à Polliat, Amont confluence Iragnon","06048640","France",,46.24,5.12,"WGS1984"
"310300","Etre à Polliat","06048650","France",,46.23,5.12,"WGS1984"
"310301","Bief de Chamambard à Buellas","06048670","France",,46.23,5.14,"WGS1984"
"310302","La Veyle à Mezeriat","06048680","France",,46.23,5.07,"WGS1984"
"310303","Veyle à Vonnas","06048700","France",,46.22,5.02,"WGS1984"
"310304","Renon à Sulignat","06048745","France",,46.18,4.98,"WGS1984"
"310305","Renon à Vonnas, Passerelle du Pré Buchet (Amont M*","06048747","France",,46.21,4.98,"WGS1984"
"310306","Bief de Malivert à Laiz","06048762","France",,46.25,4.89,"WGS1984"
"310307","Vieux Jonc à Saint-André-sur-Vieux Jonc, Pont D 6*","06048800","France",,46.14,5.13,"WGS1984"
"310308","Veyle à Vonnas, Pont Les Blansonnas","06048900","France",,46.22,5.00,"WGS1984"
"310309","Veyle à Grièges, Lieu dit Moulin vieux (aval moul*","06049000","France",,46.27,4.85,"WGS1984"
"310310","Petite Veyle à Grièges, Pont après ligne TGV","06049010","France",,46.26,4.86,"WGS1984"
"310311","Petite Veyle à Grièges","06049060","France",,46.26,4.85,"WGS1984"
"310313","Veyle à Servas, Pont de Gourion","06049550","France",,46.15,5.18,"WGS1984"
"310314","Saône à Crêches sur Saône","06049600","France",,46.24,4.80,"WGS1984"
"310315","Avanon à Bey","06049630","France",,46.22,4.83,"WGS1984"
"310316","Arlois à Chânes","06049640","France",,46.24,4.76,"WGS1984"
"310317","Mauvaise à Chénas","06049665","France",,46.22,4.68,"WGS1984"
"310318","Mauvaise à la Chapelle de Guinchay","06049690","France",,46.22,4.72,"WGS1984"
"310319","Mauvaise à la Chapelle de Guinchay","06049695","France",,46.22,4.74,"WGS1984"
"310320","Chalaronne à Saint Germain sur Renon","06050450","France",,46.07,5.03,"WGS1984"
"310321","Chalaronne à l'Abergement Clémenciat, Gué Moulin *","06050800","France",,46.12,4.92,"WGS1984"
"310322","Chalaronne à Saint Etienne sur Chalaronne","06050810","France",,46.14,4.86,"WGS1984"
"310323","Chalaronne à Saint Didier sur Chalaronne, Amont e*","06050820","France",,46.16,4.84,"WGS1984"
"310324","La Chalaronne à Chatillon sur Chalaronne","06050830","France",,46.10,4.98,"WGS1984"
"310325","Rochefort aux Ardillats, Amont passerelle de la R*","06051350","France",,46.18,4.54,"WGS1984"
"310326","Ardières aux Ardillats","06051360","France",,46.18,4.53,"WGS1984"
"310327","Saint Didier à Saint Didier sur Beaujeu","06051385","France",,46.16,4.56,"WGS1984"
"310328","Ardières à Beaujeu","06051390","France",,46.16,4.57,"WGS1984"
"310329","Ardières à Quincié en Beaujolais","06051400","France",,46.14,4.60,"WGS1984"
"310330","Ardières à Régnié Durette","06051405","France",,46.13,4.62,"WGS1984"
"310331","Ardières à Régnié Durette","06051415","France",,46.12,4.63,"WGS1984"
"310332","Ardières à Cercié","06051420","France",,46.12,4.64,"WGS1984"
"310333","Marchampt à Marchampt","06051440","France",,46.11,4.56,"WGS1984"
"310334","Samsons à Quincié en Beaujolais","06051455","France",,46.10,4.59,"WGS1984"
"310335","Samsons à Cercié","06051480","France",,46.11,4.64,"WGS1984"
"310336","Ardevel à Cercié","06051490","France",,46.12,4.66,"WGS1984"
"310337","Ardières à Cercié","06051500","France",,46.12,4.68,"WGS1984"
"310338","Morsille à Cercié","06051525","France",,46.12,4.69,"WGS1984"
"310339","Ardières à Saint Jean d'Ardières, Aval pont de Pi*","06051550","France",,46.12,4.71,"WGS1984"
"310340","Ardières à Taponas","06052005","France",,46.11,4.76,"WGS1984"
"310341","Matre à Messimy sur Saône","06052375","France",,46.04,4.75,"WGS1984"
"310342","Vauxonne à Vaux en Beaujolais","06052390","France",,46.05,4.59,"WGS1984"
"310343","Vauxonne au Perréon","06052400","France",,46.05,4.61,"WGS1984"
"310344","Morgon à Cogny","06052401","France",,45.98,4.58,"WGS1984"
"310345","Vauxonne à Saint Etienne des Oulliéres","06052405","France",,46.05,4.65,"WGS1984"
"310346","Vauxonne à Saint Etienne des Ouillières","06052410","France",,46.05,4.67,"WGS1984"
"310347","Vauxonne à Saint Georges de Reneins, En amont du *","06052435","France",,46.06,4.71,"WGS1984"
"310348","Vauxonne à Saint Georges de Reneins","06052445","France",,46.07,4.75,"WGS1984"
"310349","Marverand à Blace","06052457","France",,46.02,4.61,"WGS1984"
"310350","Marverand à Saint Julien","06052459","France",,46.02,4.64,"WGS1984"
"310351","Marverand à Saint Julien","06052461","France",,46.02,4.66,"WGS1984"
"310352","Le Marverand à St-Julien","06052462","France",,46.02,4.67,"WGS1984"
"310353","Marverand à Arnas","06052463","France",,46.02,4.68,"WGS1984"
"310354","Fontaines à Arnas","06052465","France",,46.02,4.69,"WGS1984"
"310355","Marverand à Arnas","06052467","France",,46.02,4.73,"WGS1984"
"310356","Nizerand à Rivolet","06052470","France",,46.01,4.58,"WGS1984"
"310357","Nizerand à Rivolet","06052472","France",,46.00,4.58,"WGS1984"
"310358","Nizerand à Rivolet","06052474","France",,46.00,4.60,"WGS1984"
"310359","Nizerand à Denice","06052477","France",,46.00,4.65,"WGS1984"
"310360","Nizerand à Gleizé","06052481","France",,46.00,4.69,"WGS1984"
"310361","Nizerand à Arnas","06052485","France",,46.01,4.73,"WGS1984"
"310362","Morgon à Cogny","06052520","France",,45.97,4.60,"WGS1984"
"310363","Morgon à Cogny","06052550","France",,45.98,4.63,"WGS1984"
"310364","Le Morgon à Gleizé","06052570","France",,45.98,4.66,"WGS1984"
"310365","Le Petit Gleizé à Gleizé","06052580","France",,45.98,4.66,"WGS1984"
"310366","Morgon à Gleizé","06052600","France",,45.98,4.67,"WGS1984"
"310367","Morgon à Gleizé","06052650","France",,45.98,4.69,"WGS1984"
"310368","Merloux à Theizé","06052700","France",,45.93,4.61,"WGS1984"
"310369","Merloux à Theizé","06052755","France",,45.93,4.64,"WGS1984"
"310370","Merloux à Liergues","06052820","France",,45.95,4.66,"WGS1984"
"310371","Pouilly à Liergues","06052830","France",,45.96,4.66,"WGS1984"
"310372","Le Merloup à Liergues","06052835","France",,45.96,4.67,"WGS1984"
"310373","Merloux à Gleizé","06052850","France",,45.98,4.68,"WGS1984"
"310374","Galoche à Pommiers","06052880","France",,45.96,4.68,"WGS1984"
"310375","Galoche à Gleizé","06052900","France",,45.97,4.69,"WGS1984"
"310376","Merloux à Gleizé","06052920","France",,45.98,4.69,"WGS1984"
"310377","Morgon à Gleizé, Aval lieu dit  Les Grands Moulins","06052930","France",,45.98,4.70,"WGS1984"
"310378","Morgon à Villefranche sur Saône, Pont A 6 - aval *","06053000","France",,45.98,4.73,"WGS1984"
"310379","Azergues à Poule-les-Echarmeaux, Lieu dit Le Prun*","06053500","France",,46.12,4.47,"WGS1984"
"310380","Saône à Saint Bernard, Pont de Saint Bernard","06053800","France",,45.94,4.73,"WGS1984"
"310381","Aze à Claveisolles","06053810","France",,46.11,4.49,"WGS1984"
"310382","Aze à Lamure-sur-Azergues","06053825","France",,46.07,4.49,"WGS1984"
"310383","Ergues à Poule les Echarmeaux","06053830","France",,46.12,4.46,"WGS1984"
"310384","Ergues à Saint Nizier d'Azergues","06053840","France",,46.07,4.49,"WGS1984"
"310385","Azergues à Chambost Allières","06053870","France",,46.02,4.49,"WGS1984"
"310386","Azergues à Chambost Allières","06053880","France",,46.00,4.49,"WGS1984"
"310387","Azergues à Letra","06053905","France",,45.95,4.52,"WGS1984"
"310388","Azergues à Légny","06053913","France",,45.90,4.57,"WGS1984"
"310389","Soanan à Valsonne","06053917","France",,45.96,4.41,"WGS1984"
"310390","Soanan à Saint Clément sous Valsonne","06053930","France",,45.92,4.47,"WGS1984"
"310391","Soanan à Legny, Pont - Les Ponts Tarrets","06053940","France",,45.90,4.57,"WGS1984"
"310392","Le Soanan à St Vérand","06053945","France",,45.90,4.51,"WGS1984"
"310393","Nizy à Legny","06053960","France",,45.90,4.58,"WGS1984"
"310394","Azergue à Légny","06053965","France",,45.90,4.58,"WGS1984"
"310395","Azergues à Le Breuil","06053968","France",,45.89,4.59,"WGS1984"
"310396","Azergues à Belmont","06054300","France",,45.86,4.66,"WGS1984"
"310397","Brevenne à Sainte Foy l'Argentière","06054400","France",,45.69,4.46,"WGS1984"
"310398","Brevenne à Saint Laurent de Chamousset","06054410","France",,45.72,4.49,"WGS1984"
"310399","Brevenne à Bessenay","06054440","France",,45.77,4.57,"WGS1984"
"310400","Trésoncle à Sain Bel","06054460","France",,45.81,4.59,"WGS1984"
"310401","Brévenne à Sain Bel, Pont 500 m aval Sain Bel Lie*","06055000","France",,45.81,4.60,"WGS1984"
"310402","Brevenne à l'Arbresle","06055050","France",,45.82,4.61,"WGS1984"
"310403","Turdine à Pontcharra sur Turdine","06056980","France",,45.87,4.49,"WGS1984"
"310404","Turdine à l'Arbresle, Pont amont complexe sportif*","06057200","France",,45.83,4.60,"WGS1984"
"310405","Brévenne à Lozanne","06057350","France",,45.85,4.67,"WGS1984"
"310406","Azergues à Lozanne","06057500","France",,45.86,4.69,"WGS1984"
"310407","Maligneux à Civrieux-d'Azergues","06057600","France",,45.85,4.71,"WGS1984"
"310408","Malignieux à Marcilly d'Azergues","06057610","France",,45.87,4.72,"WGS1984"
"310409","Azergues à Chazay d'Azergues","06057650","France",,45.88,4.73,"WGS1984"
"310410","Azergues à Lucenay, Au droit de l'auberge Au Val *","06057700","France",,45.91,4.72,"WGS1984"
"310411","Formans à Saint Bernard","06057770","France",,45.94,4.74,"WGS1984"
"310412","Azergues à Anse","06058050","France",,45.93,4.72,"WGS1984"
"310413","Grand Rieu à Civrieux","06058400","France",,45.91,4.87,"WGS1984"
"310414","Grand Rieu à Civrieux","06058420","France",,45.91,4.87,"WGS1984"
"310415","Grand Rieu à Massieux","06058460","France",,45.90,4.81,"WGS1984"
"310417","Saône à Lyon, Pont de l'île Barbe (rive gauche)","06059500","France",,45.79,4.83,"WGS1984"
"310419","Arve à Chamonix Mont Blanc","06059990","France",,45.98,6.92,"WGS1984"
"310420","Arve à Chamonix Mont Blanc","06059995","France",,45.90,6.83,"WGS1984"
"310421","Arve aux Houches, Tronçon court-circuité - Amont *","06060000","France",,45.91,6.77,"WGS1984"
"310422","Bon Nant à Passy","06060500","France",,45.90,6.70,"WGS1984"
"310423","Arve à Magland, Aval Sallanches, sous le pont de *","06061000","France",,45.98,6.63,"WGS1984"
"310424","Arve à Magland","06061450","France",,46.03,6.60,"WGS1984"
"310425","Le Gron à Magland","06061455","France",,46.02,6.62,"WGS1984"
"310428","Le ruisseau des Rots à Araches la Frasse","06061460","France",,46.04,6.63,"WGS1984"
"310429","Le Foron à Taninges","06061465","France",,46.11,6.59,"WGS1984"
"310430","Le Bruinant à Taninges","06061470","France",,46.13,6.59,"WGS1984"
"310431","L'Ugine à Passy","06061475","France",,45.91,6.69,"WGS1984"
"310432","Grand Foron à Le Reposoir, Amont première maison *","06061600","France",,46.01,6.53,"WGS1984"
"310433","Arve à Marignier","06062000","France",,46.07,6.49,"WGS1984"
"310434","Foron De Taninges à Taninges, Amont station de po*","06062400","France",,46.15,6.61,"WGS1984"
"310435","Giffre à Taninges","06062500","France",,46.09,6.66,"WGS1984"
"310436","Giffre à tanninges, Au droit de la déchetterie et*","06062600","France",,46.09,6.64,"WGS1984"
"310465","Le ruisseau de Coppy à Maxilly sur Leman","06065675","France",,46.40,6.63,"WGS1984"
"310466","Le ruisseau de Forchez à Neuvecelle","06065676","France",,46.39,6.61,"WGS1984"
"310467","L'eau Noire à Vallorcine","06065677","France",,46.03,6.93,"WGS1984"
"310468","L'eau Noire à Vallorcine","06065678","France",,46.01,6.92,"WGS1984"
"310469","L'eau Noire à Vallorcine","06065679","France",,46.04,6.94,"WGS1984"
"310470","Dranse de Morzine à la Vernaz","06065680","France",,46.31,6.60,"WGS1984"
"310471","Rhône à Pougny, Pont de Pougny (frontiére franco-*","06065700","France",,46.14,5.96,"WGS1984"
"310472","Annaz à Pougny","06065780","France",,46.14,5.95,"WGS1984"
"310473","Dranse à Publier, Nouveau pont de Vongy (rive dro*","06066000","France",,46.38,6.50,"WGS1984"
"310474","Dranse à Thonon les Bains","06066500","France",,46.40,6.51,"WGS1984"
"310475","Semine à Belleydoux, Passerelle aval du hameau d'*","06067760","France",,46.24,5.79,"WGS1984"
"310476","Semine à Echallon","06067780","France",,46.20,5.74,"WGS1984"
"310477","Semine à Saint-Germain-de-Joux","06067790","France",,46.19,5.73,"WGS1984"
"310478","Semine à Saint Germain de Joux","06067800","France",,46.19,5.74,"WGS1984"
"310479","Valserine à Lajoux, Lieu dit La Vilette en amont *","06067802","France",,46.39,6.04,"WGS1984"
"310480","Valserine à Mijoux","06067805","France",,46.36,5.99,"WGS1984"
"310481","Valserine à Mijoux","06067807","France",,46.34,5.97,"WGS1984"
"310482","Valserine à Mijoux","06067812","France",,46.31,5.94,"WGS1984"
"310483","Valserine à Chezery-Forens","06067815","France",,46.21,5.86,"WGS1984"
"310484","Combet à Saint Germain de Joux","06067825","France",,46.17,5.73,"WGS1984"
"310485","Volferine à Champfromier","06067830","France",,46.18,5.82,"WGS1984"
"310486","Semine à Chatillon sur Michaille","06067845","France",,46.14,5.79,"WGS1984"
"310487","Valserine à Bellegarde-sur-Valserine","06067860","France",,46.12,5.82,"WGS1984"
"310489","Vezeronce à Surjoux","06068400","France",,46.02,5.80,"WGS1984"
"310490","La Dorche à Chanay","06068420","France",,45.99,5.79,"WGS1984"
"310491","Usses à Cruseilles, Pont D 23","06068900","France",,46.02,6.14,"WGS1984"
"310492","Usses à Usinens","06069000","France",,46.01,5.87,"WGS1984"
"310493","Usses à Seyssel, Aval pont de Chatel, amont du ru*","06069050","France",,45.98,5.84,"WGS1984"
"310494","Foron à Gaillard, Station Villette","06069110","France",,46.18,6.18,"WGS1984"
"310495","Rhône à Massignieu de Rives, Pont D 37a (Rhône) D*","06069550","France",,45.75,5.78,"WGS1984"
"310496","Fier à Thônes","06069600","France",,45.89,6.29,"WGS1984"
"310497","Mandorne à Oncieu, Lieu dit Moment amont village","06069650","France",,45.97,5.47,"WGS1984"
"310498","Fier à la Balme-de-Thuy, Les Iles","06069750","France",,45.89,6.26,"WGS1984"
"310499","Fier à Poisy, Dans le TCC de Chaburauche,  900 m *","06070100","France",,45.90,6.05,"WGS1984"
"310501","Chéran à Jarsy, Pont de Carlet","06070400","France",,45.64,6.18,"WGS1984"
"310502","Jarsy à Jarsy","06070405","France",,45.65,6.17,"WGS1984"
"310503","Grands Prés à Ecole","06070415","France",,45.65,6.16,"WGS1984"
"310504","Nant de Doucy à Doucy en Bauges","06070420","France",,45.67,6.16,"WGS1984"
"310505","Chéran au Chatelard","06070440","France",,45.67,6.14,"WGS1984"
"310506","Nant d'Aillon à Aillon le Vieux","06070460","France",,45.62,6.08,"WGS1984"
"310507","Nant d'Aillon au Chatelard","06070465","France",,45.69,6.11,"WGS1984"
"310508","Chéran au Chatelard","06070470","France",,45.69,6.11,"WGS1984"
"310509","Saint François à Lescheraines","06070475","France",,45.71,6.10,"WGS1984"
"310510","Bellecombe aux Cheraines","06070485","France",,45.72,6.10,"WGS1984"
"310511","Chéran à Arith","06070490","France",,45.72,6.09,"WGS1984"
"310512","Chéran à Cusy","06070500","France",,45.77,6.04,"WGS1984"
"310513","Chéran au Chatelard, Aval Nant d'Aillon - amont s*","06070550","France",,45.69,6.11,"WGS1984"
"310514","Chéran à Héry sur Alby","06070600","France",,45.80,6.02,"WGS1984"
"310515","Dadon à Rumilly","06070750","France",,45.85,5.96,"WGS1984"
"310516","Néphaz à Rumilly","06070800","France",,45.86,5.94,"WGS1984"
"310517","Chéran à Rumilly","06070900","France",,45.87,5.93,"WGS1984"
"310518","Chéran à Rumilly, Aval Rumilly, aval cimetière - *","06071000","France",,45.87,5.93,"WGS1984"
"310519","Fier à Motz, Aval immédiat des gorges au droit du*","06071900","France",,45.93,5.84,"WGS1984"
"310520","Rhône à Culoz, Pont de La Loi","06072300","France",,45.84,5.80,"WGS1984"
"310521","Rhône à Ruffieux, 500 m amont pont de la Loi (seu*","06072400","France",,45.85,5.80,"WGS1984"
"310522","Leysse à la Motte Servolex","06073000","France",,45.62,5.87,"WGS1984"
"310523","Leysse au Bourget du Lac, Pont du chemin de Paill*","06073500","France",,45.64,5.87,"WGS1984"
"310524","Tillet à Aix les Bains","06073680","France",,45.69,5.89,"WGS1984"
"310525","Tillet à Aix-les-Bains, Amont lac du Bourget, cam*","06074500","France",,45.69,5.89,"WGS1984"
"310526","Serra à Hotonnes","06076400","France",,45.99,5.69,"WGS1984"
"310528","Chevrier à Hotonnes","06076410","France",,45.98,5.68,"WGS1984"
"310530","Séran à Champagne en Valromey, Pont D 31 - lieu d*","06076420","France",,45.91,5.66,"WGS1984"
"310531","Séran à Artemare","06076430","France",,45.87,5.67,"WGS1984"
"310532","Arvière à Virieu le Petit","06076440","France",,45.92,5.71,"WGS1984"
"310533","Arvière à Artemare","06076450","France",,45.87,5.68,"WGS1984"
"310534","Laval à Chavornay","06076460","France",,45.88,5.71,"WGS1984"
"310535","Séran à Talissieu","06076470","France",,45.86,5.70,"WGS1984"
"310536","Séran à Talissieu, Amont ruisseau de Pra Rui","06076475","France",,45.87,5.71,"WGS1984"
"310537","Rousses à Béon","06076480","France",,45.84,5.74,"WGS1984"
"310538","Séran à Flaxieu","06076490","France",,45.81,5.74,"WGS1984"
"310539","Méline à Saint Jean de Chevelu","06076620","France",,45.70,5.82,"WGS1984"
"310540","Méline à Yenne","06076650","France",,45.70,5.78,"WGS1984"
"310541","Flon à Yenne","06076690","France",,45.70,5.75,"WGS1984"
"310543","Furans à La Burbanche, N 504","06076720","France",,45.84,5.56,"WGS1984"
"310544","Furans à Chazey-Bons","06076760","France",,45.79,5.67,"WGS1984"
"310546","Furans à Belley, Pont D 992","06077000","France",,45.70,5.67,"WGS1984"
"310547","Rhône à Brégnier Cordon, Pont de la Bruyère à Bré*","06077500","France",,45.63,5.62,"WGS1984"
"310548","Leysse à Nances","06077605","France",,45.57,5.79,"WGS1984"
"310549","Leysse à Nances","06077610","France",,45.57,5.79,"WGS1984"
"310550","Doria à Saint Jean d'Arvey","06077700","France",,45.59,5.97,"WGS1984"
"310551","Mères à Challes les Eaux","06077740","France",,45.55,5.97,"WGS1984"
"310552","Hyère à Saint Thibault de Couz","06077760","France",,45.47,5.82,"WGS1984"
"310553","Canal de Serrières à Chindrieux","06077780","France",,45.82,5.83,"WGS1984"
"310554","Forézan à Cognin","06077820","France",,45.55,5.88,"WGS1984"
"310555","Monderesse à Saint Ours","06077840","France",,45.74,5.98,"WGS1984"
"310556","Ternèze à Curienne","06077860","France",,45.56,6.02,"WGS1984"
"310557","Cozon à Saint Pierre d'Entremont","06078100","France",,45.42,5.86,"WGS1984"
"310558","Guiers Mort à Saint Laurent Du Pont, Pont de l'Or*","06078200","France",,45.36,5.75,"WGS1984"
"310559","Guiers à Pont de Beauvoisin","06078400","France",,45.54,5.67,"WGS1984"
"310560","Thier à Belmont Tramonet","06078500","France",,45.55,5.67,"WGS1984"
"310561","Truison à Gresin","06078560","France",,45.60,5.65,"WGS1984"
"310562","Truison à Saint Genix sur Guiers","06078580","France",,45.61,5.63,"WGS1984"
"310563","Ainan à Saint-Geoire-en-Valdaine","06078740","France",,45.44,5.62,"WGS1984"
"310564","Guiers à Saint Genix sur Guiers, 500 m amont pont*","06079000","France",,45.59,5.63,"WGS1984"
"310565","Rhône à Bregnier Cordon, Pont D 592 (Isère)  992 *","06079050","France",,45.62,5.61,"WGS1984"
"310566","Gland à Saint Benoît","06079145","France",,45.66,5.61,"WGS1984"
"310567","Brivaz à Briord","06079160","France",,45.78,5.48,"WGS1984"
"310568","Rheby à Villebois","06079650","France",,45.84,5.42,"WGS1984"
"310569","Rhône à Saint Sorlin en Bugey, Pont N75","06080000","France",,45.88,5.34,"WGS1984"
"310570","Bourbre à Chelieu, Pont de la Grivoultière","06080920","France",,45.49,5.48,"WGS1984"
"310571","Bourbre à Saint Clair de la Tour, Pont de Martinet","06080950","France",,45.56,5.51,"WGS1984"
"310572","Bourbre à Cessieu, Lieu dit Pré du Battoir","06080975","France",,45.56,5.37,"WGS1984"
"310573","Hien à Doissin, Pont au droit du hameau de Trieve*","06080976","France",,45.50,5.41,"WGS1984"
"310574","Hien à Cessieu, Pont du lieu-dit Terre Carrée - a*","06080978","France",,45.56,5.36,"WGS1984"
"310575","Bourbre à L'Isle d'Abeau, Pont D208","06082000","France",,45.61,5.22,"WGS1984"
"310576","Lavanchon à Saint Paul De Varces, Amont pont du b*","06082180","France",,45.06,5.63,"WGS1984"
"310577","Canal Catelan à la Verpillière, Pont D 126","06082260","France",,45.64,5.16,"WGS1984"
"310578","Bourbre à Tigneu Jameyzieux, Pont D 29 (Rhone) D2*","06082500","France",,45.71,5.15,"WGS1984"
"310579","Bourbre à Chavanoz, 20 m en amont du Pont D55","06083000","France",,45.77,5.18,"WGS1984"
"310580","Le Chéran au Chatelard","06083066","France",,45.67,6.13,"WGS1984"
"310581","Serpentine à Censeau","06083570","France",,46.80,6.07,"WGS1984"
"310582","L'AIN A CONTE","06083585","France",,46.75,6.02,"WGS1984"
"310583","Ain à Sirod, Lieu-dit La Papeterie","06083590","France",,46.74,5.98,"WGS1984"
"310584","Ain à Sirod","06083600","France",,46.73,5.98,"WGS1984"
"310585","LA SAINE A FONCINE LE HAUT","06083610","France",,46.66,6.07,"WGS1984"
"310586","Saine à Foncine le Haut","06083630","France",,46.66,6.07,"WGS1984"
"310587","Saine aux Planches en Montagne","06083640","France",,46.65,6.01,"WGS1984"
"310588","Saine aux Planches en Montagne, Amont les Planches","06083645","France",,46.65,6.01,"WGS1984"
"310589","Saine aux Planches en Montagne","06083650","France",,46.66,5.98,"WGS1984"
"310590","Lemme à Saint Laurent en Grandvaux","06083660","France",,46.57,5.97,"WGS1984"
"310591","Rouge à Saint Laurent en Grandvaux","06083665","France",,46.59,5.96,"WGS1984"
"310592","Dombief à la Chaux du Dombief","06083670","France",,46.60,5.96,"WGS1984"
"310593","LE LEMME A FORT DU PLASNE","06083672","France",,46.60,5.96,"WGS1984"
"310594","Dombief à la Boissiere","06083675","France",,46.59,5.90,"WGS1984"
